Symbol,Symbol,Strike,Moneyness,Bid,Midpoint,Ask,Last,Change,%Chg,Volume,"Open Int",Vol/OI,IV,Type,DTE,"Exp Date",Time,"Avg IV","30D His Vol"
AMZN|20240119|1840.00C,AMZN,"1,840.00",+37.57%,"1,274.50","1,283.50","1,292.50","1,459.01",0.00,unch,0,38,0.00,45.05%,Call,675,01/19/24,02/14/22,31.94%,57.90%
AMZN|20240119|1860.00C,AMZN,"1,860.00",+36.89%,"1,259.15","1,266.58","1,274.00","1,246.15",0.00,unch,0,45,0.00,44.67%,Call,675,01/19/24,03/10/22,31.94%,57.90%
AMZN|20240119|1880.00C,AMZN,"1,880.00",+36.21%,"1,243.50","1,250.75","1,258.00","1,326.45",0.00,unch,0,40,0.00,44.42%,Call,675,01/19/24,02/18/22,31.94%,57.90%
AMZN|20240119|1900.00C,AMZN,"1,900.00",+35.53%,"1,228.00","1,235.25","1,242.50","1,150.00",0.00,unch,0,40,0.00,44.19%,Call,675,01/19/24,03/14/22,31.94%,57.90%
AMZN|20240119|1920.00C,AMZN,"1,920.00",+34.86%,"1,212.00","1,220.75","1,229.50","1,343.72",0.00,unch,0,35,0.00,44.06%,Call,675,01/19/24,02/04/22,31.94%,57.90%
AMZN|20240119|1940.00C,AMZN,"1,940.00",+34.18%,"1,197.25","1,204.63","1,212.00","1,066.44",0.00,unch,0,44,0.00,43.75%,Call,675,01/19/24,03/07/22,31.94%,57.90%
AMZN|20240119|1960.00C,AMZN,"1,960.00",+33.50%,"1,182.00","1,189.25","1,196.50","1,051.54",0.00,unch,0,46,0.00,43.52%,Call,675,01/19/24,03/07/22,31.94%,57.90%
AMZN|20240119|1980.00C,AMZN,"1,980.00",+32.82%,"1,166.95","1,173.98","1,181.00","1,318.05",0.00,unch,0,70,0.00,43.29%,Call,675,01/19/24,02/16/22,31.94%,57.90%
AMZN|20240119|2000.00C,AMZN,"2,000.00",+32.14%,"1,151.90","1,159.20","1,166.50","1,074.00",0.00,unch,0,250,0.00,43.11%,Call,675,01/19/24,03/14/22,31.94%,57.90%
AMZN|20240119|2050.00C,AMZN,"2,050.00",+30.45%,"1,114.70","1,122.35","1,130.00","1,095.40",0.00,unch,0,28,0.00,42.63%,Call,675,01/19/24,03/10/22,31.94%,57.90%
AMZN|20240119|2100.00C,AMZN,"2,100.00",+28.75%,"1,078.20","1,085.85","1,093.50",885.57,0.00,unch,0,119,0.00,42.14%,Call,675,01/19/24,03/08/22,31.94%,57.90%
AMZN|20240119|2150.00C,AMZN,"2,150.00",+27.05%,"1,042.35","1,049.68","1,057.00",842.00,0.00,unch,0,26,0.00,41.65%,Call,675,01/19/24,03/08/22,31.94%,57.90%
AMZN|20240119|2200.00C,AMZN,"2,200.00",+25.36%,"1,007.20","1,014.60","1,022.00",983.10,0.00,unch,0,43,0.00,41.21%,Call,675,01/19/24,03/14/22,31.94%,57.90%
AMZN|20240119|2250.00C,AMZN,"2,250.00",+23.66%,972.80,980.40,988.00,899.74,0.00,unch,0,33,0.00,40.81%,Call,675,01/19/24,03/14/22,31.94%,57.90%
AMZN|20240119|2300.00C,AMZN,"2,300.00",+21.96%,939.15,946.58,954.00,919.90,0.00,unch,0,121,0.00,40.39%,Call,675,01/19/24,03/14/22,31.94%,57.90%
AMZN|20240119|2350.00C,AMZN,"2,350.00",+20.27%,905.50,913.75,922.00,773.00,0.00,unch,0,14,0.00,40.02%,Call,675,01/19/24,03/09/22,31.94%,57.90%
AMZN|20240119|2400.00C,AMZN,"2,400.00",+18.57%,873.50,882.00,890.50,796.00,0.00,unch,0,112,0.00,39.69%,Call,675,01/19/24,03/14/22,31.94%,57.90%
AMZN|20240119|2450.00C,AMZN,"2,450.00",+16.87%,841.00,849.50,858.00,674.07,0.00,unch,0,9,0.00,39.26%,Call,675,01/19/24,03/08/22,31.94%,57.90%
AMZN|20240119|2500.00C,AMZN,"2,500.00",+15.18%,810.45,819.23,828.00,753.95,0.00,unch,0,176,0.00,38.96%,Call,675,01/19/24,03/14/22,31.94%,57.90%
AMZN|20240119|2550.00C,AMZN,"2,550.00",+13.48%,781.40,789.20,797.00,658.06,0.00,unch,0,81,0.00,38.64%,Call,675,01/19/24,03/09/22,31.94%,57.90%
AMZN|20240119|2600.00C,AMZN,"2,600.00",+11.78%,751.50,760.00,768.50,702.35,0.00,unch,0,32,0.00,38.33%,Call,675,01/19/24,03/10/22,31.94%,57.90%
AMZN|20240119|2650.00C,AMZN,"2,650.00",+10.09%,724.80,732.90,741.00,718.00,0.00,unch,0,19,0.00,38.13%,Call,675,01/19/24,03/11/22,31.94%,57.90%
AMZN|20240119|2700.00C,AMZN,"2,700.00",+8.39%,696.00,704.75,713.50,693.05,15.05,+2.22%,6,86,0.07,37.82%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|2750.00C,AMZN,"2,750.00",+6.70%,668.50,677.00,685.50,660.00,9.45,+1.45%,5,84,0.06,37.49%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|2800.00C,AMZN,"2,800.00",+5.00%,642.95,651.73,660.50,567.63,0.00,unch,0,159,0.00,37.29%,Call,675,01/19/24,03/14/22,31.94%,57.90%
AMZN|20240119|2850.00C,AMZN,"2,850.00",+3.30%,617.50,625.50,633.50,630.00,71.55,+12.81%,1,93,0.01,37.29%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|2900.00C,AMZN,"2,900.00",+1.61%,593.30,601.15,609.00,589.30,45.55,+8.38%,8,180,0.04,36.77%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|2950.00C,AMZN,"2,950.00",-0.09%,569.90,577.95,586.00,540.90,0.00,unch,0,66,0.00,36.59%,Call,675,01/19/24,03/14/22,31.94%,57.90%
AMZN|20240119|3000.00C,AMZN,"3,000.00",-1.79%,546.65,554.33,562.00,498.10,0.00,unch,0,"1,507",0.00,36.34%,Call,675,01/19/24,03/14/22,31.94%,57.90%
AMZN|20240119|3050.00C,AMZN,"3,050.00",-3.48%,523.50,532.00,540.50,532.00,0.00,unch,0,89,0.00,36.13%,Call,675,01/19/24,03/11/22,31.94%,57.90%
AMZN|20240119|3090.00C,AMZN,"3,090.00",-4.84%,508.45,515.48,522.50,505.05,-4.58,-0.90%,7,34,0.21,36.03%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|3100.00C,AMZN,"3,100.00",-5.18%,502.90,510.45,518.00,485.00,35.00,+7.78%,3,581,0.01,35.94%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|3110.00C,AMZN,"3,110.00",-5.52%,499.95,506.98,514.00,497.10,99.16,+24.92%,1,19,0.05,35.95%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|3120.00C,AMZN,"3,120.00",-5.86%,494.50,502.00,509.50,511.70,132.70,+35.01%,5,23,0.22,35.86%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|3130.00C,AMZN,"3,130.00",-6.20%,490.30,497.90,505.50,483.40,0.00,unch,0,59,0.00,35.83%,Call,675,01/19/24,03/14/22,31.94%,57.90%
AMZN|20240119|3140.00C,AMZN,"3,140.00",-6.54%,485.00,493.50,502.00,499.99,136.49,+37.55%,3,28,0.11,36.19%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|3150.00C,AMZN,"3,150.00",-6.88%,483.35,491.18,499.00,468.54,0.00,unch,0,330,0.00,35.85%,Call,675,01/19/24,03/10/22,31.94%,57.90%
AMZN|20240119|3160.00C,AMZN,"3,160.00",-7.22%,476.50,485.25,494.00,477.95,101.30,+26.89%,1,82,0.01,35.24%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|3170.00C,AMZN,"3,170.00",-7.55%,475.20,482.10,489.00,410.07,0.00,unch,0,28,0.00,35.72%,Call,675,01/19/24,03/07/22,31.94%,57.90%
AMZN|20240119|3180.00C,AMZN,"3,180.00",-7.89%,468.50,476.75,485.00,348.40,0.00,unch,0,42,0.00,35.60%,Call,675,01/19/24,03/08/22,31.94%,57.90%
AMZN|20240119|3190.00C,AMZN,"3,190.00",-8.23%,467.20,474.10,481.00,473.25,-105.96,-18.29%,3,13,0.23,35.60%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|3200.00C,AMZN,"3,200.00",-8.57%,462.00,469.75,477.50,456.00,43.41,+10.52%,3,392,0.01,35.60%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|3210.00C,AMZN,"3,210.00",-8.91%,456.50,465.00,473.50,466.10,0.00,unch,0,25,0.00,35.51%,Call,675,01/19/24,03/10/22,31.94%,57.90%
AMZN|20240119|3220.00C,AMZN,"3,220.00",-9.25%,454.15,461.58,469.00,457.30,91.43,+24.99%,2,17,0.12,35.24%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|3225.00C,AMZN,"3,225.00",-9.42%,453.40,460.70,468.00,447.50,0.00,unch,0,45,0.00,35.56%,Call,675,01/19/24,03/10/22,31.94%,57.90%
AMZN|20240119|3230.00C,AMZN,"3,230.00",-9.59%,450.25,457.63,465.00,510.00,0.00,unch,0,5,0.00,35.47%,Call,675,01/19/24,02/11/22,31.94%,57.90%
AMZN|20240119|3235.00C,AMZN,"3,235.00",-9.76%,446.50,454.75,463.00,595.00,0.00,unch,0,13,0.00,35.39%,Call,675,01/19/24,02/09/22,31.94%,57.90%
AMZN|20240119|3240.00C,AMZN,"3,240.00",-9.93%,445.00,453.25,461.50,504.05,0.00,unch,0,3,0.00,35.40%,Call,675,01/19/24,02/11/22,31.94%,57.90%
AMZN|20240119|3245.00C,AMZN,"3,245.00",-10.10%,443.00,451.25,459.50,364.75,0.00,unch,0,6,0.00,35.38%,Call,675,01/19/24,03/09/22,31.94%,57.90%
AMZN|20240119|3250.00C,AMZN,"3,250.00",-10.27%,441.00,449.50,458.00,402.26,0.00,unch,0,69,0.00,35.37%,Call,675,01/19/24,03/14/22,31.94%,57.90%
AMZN|20240119|3255.00C,AMZN,"3,255.00",-10.44%,440.65,448.33,456.00,347.63,0.00,unch,0,11,0.00,35.40%,Call,675,01/19/24,03/07/22,31.94%,57.90%
AMZN|20240119|3260.00C,AMZN,"3,260.00",-10.61%,438.75,446.38,454.00,461.50,0.00,unch,0,8,0.00,35.38%,Call,675,01/19/24,02/24/22,31.94%,57.90%
AMZN|20240119|3265.00C,AMZN,"3,265.00",-10.78%,438.05,445.03,452.00,405.95,0.00,unch,0,3,0.00,35.40%,Call,675,01/19/24,01/21/22,31.94%,57.90%
AMZN|20240119|3270.00C,AMZN,"3,270.00",-10.95%,436.15,443.08,450.00,339.65,0.00,unch,0,11,0.00,35.38%,Call,675,01/19/24,03/07/22,31.94%,57.90%
AMZN|20240119|3275.00C,AMZN,"3,275.00",-11.12%,433.10,440.55,448.00,435.00,0.00,unch,0,65,0.00,35.32%,Call,675,01/19/24,03/11/22,31.94%,57.90%
AMZN|20240119|3280.00C,AMZN,"3,280.00",-11.29%,431.25,438.63,446.00,459.10,0.00,unch,0,26,0.00,35.30%,Call,675,01/19/24,02/24/22,31.94%,57.90%
AMZN|20240119|3285.00C,AMZN,"3,285.00",-11.46%,429.35,437.68,446.00,324.22,0.00,unch,0,5,0.00,35.35%,Call,675,01/19/24,03/09/22,31.94%,57.90%
AMZN|20240119|3290.00C,AMZN,"3,290.00",-11.63%,426.00,434.25,442.50,322.94,0.00,unch,0,18,0.00,35.23%,Call,675,01/19/24,03/09/22,31.94%,57.90%
AMZN|20240119|3295.00C,AMZN,"3,295.00",-11.80%,425.65,433.08,440.50,428.59,0.00,unch,0,17,0.00,35.26%,Call,675,01/19/24,02/02/22,31.94%,57.90%
AMZN|20240119|3300.00C,AMZN,"3,300.00",-11.97%,423.80,431.15,438.50,428.08,18.08,+4.41%,1,193,0.01,35.04%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|3305.00C,AMZN,"3,305.00",-12.14%,420.50,428.75,437.00,371.00,0.00,unch,0,10,0.00,35.19%,Call,675,01/19/24,01/26/22,31.94%,57.90%
AMZN|20240119|3310.00C,AMZN,"3,310.00",-12.31%,418.50,427.00,435.50,458.49,0.00,unch,0,30,0.00,35.17%,Call,675,01/19/24,02/28/22,31.94%,57.90%
AMZN|20240119|3315.00C,AMZN,"3,315.00",-12.47%,418.25,425.63,433.00,424.17,0.00,unch,0,21,0.00,35.19%,Call,675,01/19/24,02/24/22,31.94%,57.90%
AMZN|20240119|3320.00C,AMZN,"3,320.00",-12.64%,416.50,424.00,431.50,458.00,0.00,unch,0,25,0.00,35.18%,Call,675,01/19/24,02/28/22,31.94%,57.90%
AMZN|20240119|3330.00C,AMZN,"3,330.00",-12.98%,414.00,421.00,428.00,536.55,0.00,unch,0,17,0.00,35.19%,Call,675,01/19/24,02/07/22,31.94%,57.90%
AMZN|20240119|3340.00C,AMZN,"3,340.00",-13.32%,409.30,416.90,424.50,416.00,0.00,unch,0,41,0.00,35.13%,Call,675,01/19/24,03/10/22,31.94%,57.90%
AMZN|20240119|3350.00C,AMZN,"3,350.00",-13.66%,404.00,412.25,420.50,319.00,0.00,unch,0,64,0.00,35.03%,Call,675,01/19/24,03/07/22,31.94%,57.90%
AMZN|20240119|3360.00C,AMZN,"3,360.00",-14.00%,400.50,409.00,417.50,409.00,0.00,unch,0,21,0.00,35.02%,Call,675,01/19/24,03/10/22,31.94%,57.90%
AMZN|20240119|3370.00C,AMZN,"3,370.00",-14.34%,399.80,407.15,414.50,387.00,0.00,unch,0,33,0.00,35.09%,Call,675,01/19/24,03/14/22,31.94%,57.90%
AMZN|20240119|3380.00C,AMZN,"3,380.00",-14.68%,395.20,402.60,410.00,395.00,-32.80,-7.67%,10,68,0.15,34.99%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|3390.00C,AMZN,"3,390.00",-15.02%,391.75,399.13,406.50,397.00,0.00,unch,0,53,0.00,34.96%,Call,675,01/19/24,03/10/22,31.94%,57.90%
AMZN|20240119|3400.00C,AMZN,"3,400.00",-15.36%,388.20,395.60,403.00,394.00,52.85,+15.49%,11,440,0.03,34.83%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|3410.00C,AMZN,"3,410.00",-15.70%,383.00,391.75,400.50,362.50,0.00,unch,0,24,0.00,34.87%,Call,675,01/19/24,03/14/22,31.94%,57.90%
AMZN|20240119|3420.00C,AMZN,"3,420.00",-16.04%,379.50,388.75,398.00,353.50,0.00,unch,0,8,0.00,34.87%,Call,675,01/19/24,03/14/22,31.94%,57.90%
AMZN|20240119|3430.00C,AMZN,"3,430.00",-16.38%,376.00,384.75,393.50,350.00,0.00,unch,0,20,0.00,34.80%,Call,675,01/19/24,03/14/22,31.94%,57.90%
AMZN|20240119|3440.00C,AMZN,"3,440.00",-16.72%,373.00,381.50,390.00,289.70,0.00,unch,0,11,0.00,34.77%,Call,675,01/19/24,03/07/22,31.94%,57.90%
AMZN|20240119|3450.00C,AMZN,"3,450.00",-17.06%,371.60,379.30,387.00,325.56,0.00,unch,0,31,0.00,34.81%,Call,675,01/19/24,03/14/22,31.94%,57.90%
AMZN|20240119|3460.00C,AMZN,"3,460.00",-17.39%,366.00,374.75,383.50,320.00,0.00,unch,0,6,0.00,34.71%,Call,675,01/19/24,03/14/22,31.94%,57.90%
AMZN|20240119|3470.00C,AMZN,"3,470.00",-17.73%,363.00,371.50,380.00,364.20,47.70,+15.07%,1,49,0.02,34.22%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|3480.00C,AMZN,"3,480.00",-18.07%,359.50,368.25,377.00,443.24,0.00,unch,0,18,0.00,34.65%,Call,675,01/19/24,02/04/22,31.94%,57.90%
AMZN|20240119|3490.00C,AMZN,"3,490.00",-18.41%,356.50,365.00,373.50,386.17,0.00,unch,0,15,0.00,34.62%,Call,675,01/19/24,03/01/22,31.94%,57.90%
AMZN|20240119|3500.00C,AMZN,"3,500.00",-18.75%,353.50,362.00,370.50,358.10,37.60,+11.73%,5,826,0.01,34.36%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|3510.00C,AMZN,"3,510.00",-19.09%,352.25,360.13,368.00,364.25,75.38,+26.09%,1,133,0.01,34.92%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|3520.00C,AMZN,"3,520.00",-19.43%,347.00,355.50,364.00,259.25,0.00,unch,0,33,0.00,34.54%,Call,675,01/19/24,03/09/22,31.94%,57.90%
AMZN|20240119|3530.00C,AMZN,"3,530.00",-19.77%,343.50,352.50,361.50,417.96,0.00,unch,0,19,0.00,34.52%,Call,675,01/19/24,02/11/22,31.94%,57.90%
AMZN|20240119|3540.00C,AMZN,"3,540.00",-20.11%,342.90,350.45,358.00,336.27,0.00,unch,0,30,0.00,34.56%,Call,675,01/19/24,03/10/22,31.94%,57.90%
AMZN|20240119|3550.00C,AMZN,"3,550.00",-20.45%,340.00,347.75,355.50,341.05,47.60,+16.22%,2,50,0.04,34.13%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|3560.00C,AMZN,"3,560.00",-20.79%,336.80,344.40,352.00,384.95,0.00,unch,0,25,0.00,34.51%,Call,675,01/19/24,02/11/22,31.94%,57.90%
AMZN|20240119|3570.00C,AMZN,"3,570.00",-21.13%,333.80,341.40,349.00,282.67,0.00,unch,0,6,0.00,34.48%,Call,675,01/19/24,02/03/22,31.94%,57.90%
AMZN|20240119|3580.00C,AMZN,"3,580.00",-21.47%,331.05,338.53,346.00,267.99,0.00,unch,0,20,0.00,34.46%,Call,675,01/19/24,03/07/22,31.94%,57.90%
AMZN|20240119|3590.00C,AMZN,"3,590.00",-21.81%,326.00,334.50,343.00,265.54,0.00,unch,0,15,0.00,34.37%,Call,675,01/19/24,03/07/22,31.94%,57.90%
AMZN|20240119|3600.00C,AMZN,"3,600.00",-22.14%,323.00,331.75,340.50,322.68,42.68,+15.24%,1,"1,425",0.00,34.36%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|3610.00C,AMZN,"3,610.00",-22.48%,320.00,329.00,338.00,417.14,0.00,unch,0,39,0.00,34.35%,Call,675,01/19/24,02/10/22,31.94%,57.90%
AMZN|20240119|3620.00C,AMZN,"3,620.00",-22.82%,317.50,326.25,335.00,325.00,0.00,unch,0,15,0.00,34.33%,Call,675,01/19/24,03/03/22,31.94%,57.90%
AMZN|20240119|3630.00C,AMZN,"3,630.00",-23.16%,316.15,324.33,332.50,222.25,0.00,unch,0,24,0.00,34.37%,Call,675,01/19/24,03/08/22,31.94%,57.90%
AMZN|20240119|3640.00C,AMZN,"3,640.00",-23.50%,311.50,320.25,329.00,316.02,96.02,+43.65%,4,36,0.11,33.99%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|3650.00C,AMZN,"3,650.00",-23.84%,308.50,317.25,326.00,305.73,0.00,unch,0,94,0.00,34.23%,Call,675,01/19/24,03/10/22,31.94%,57.90%
AMZN|20240119|3700.00C,AMZN,"3,700.00",-25.54%,294.50,303.25,312.00,288.00,18.80,+6.98%,1,198,0.01,34.10%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|3750.00C,AMZN,"3,750.00",-27.23%,281.50,290.25,299.00,291.38,0.00,unch,0,61,0.00,34.00%,Call,675,01/19/24,03/10/22,31.94%,57.90%
AMZN|20240119|3800.00C,AMZN,"3,800.00",-28.93%,269.00,278.00,287.00,276.00,42.00,+17.95%,1,109,0.01,33.80%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|3850.00C,AMZN,"3,850.00",-30.63%,257.00,266.25,275.50,264.95,0.00,unch,0,56,0.00,33.85%,Call,675,01/19/24,03/11/22,31.94%,57.90%
AMZN|20240119|3900.00C,AMZN,"3,900.00",-32.32%,245.00,253.75,262.50,247.68,26.72,+12.09%,1,50,0.02,33.29%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|3950.00C,AMZN,"3,950.00",-34.02%,233.50,242.50,251.50,214.17,0.00,unch,0,66,0.00,33.61%,Call,675,01/19/24,03/14/22,31.94%,57.90%
AMZN|20240119|4000.00C,AMZN,"4,000.00",-35.72%,230.00,232.50,235.00,236.00,36.25,+18.15%,15,742,0.02,33.57%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|4050.00C,AMZN,"4,050.00",-37.41%,213.50,222.75,232.00,195.35,0.00,unch,0,71,0.00,33.52%,Call,675,01/19/24,03/04/22,31.94%,57.90%
AMZN|20240119|4100.00C,AMZN,"4,100.00",-39.11%,203.00,212.75,222.50,211.50,34.00,+19.15%,10,595,0.02,33.34%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|4150.00C,AMZN,"4,150.00",-40.81%,195.50,203.50,211.50,174.54,0.00,unch,0,24,0.00,33.36%,Call,675,01/19/24,03/14/22,31.94%,57.90%
AMZN|20240119|4200.00C,AMZN,"4,200.00",-42.50%,186.50,194.50,202.50,188.00,4.15,+2.26%,4,342,0.01,32.81%,Call,675,01/19/24,03/15/22,31.94%,57.90%
AMZN|20240119|4250.00C,AMZN,"4,250.00",-44.20%,178.00,186.00,194.00,184.13,0.00,unch,0,27,0.00,33.23%,Call,675,01/19/24,03/11/22,31.94%,57.90%
AMZN|20240119|4300.00C,AMZN,"4,300.00",-45.89%,170.00,177.50,185.00,156.30,0.00,unch,0,116,0.00,33.14%,Call,675,01/19/24,03/14/22,31.94%,57.90%
AMZN|20240119|4350.00C,AMZN,"4,350.00",-47.59%,162.00,170.00,178.00,142.15,0.00,unch,0,15,0.00,33.10%,Call,675,01/19/24,03/14/22,31.94%,57.90%
AMZN|20240119|4400.00C,AMZN,"4,400.00",-49.29%,155.00,162.75,170.50,159.88,0.00,unch,0,172,0.00,33.07%,Call,675,01/19/24,03/11/22,31.94%,57.90%
